customer_id,title,givenname,surname,streetaddress,city,state,zipcode,country,emailaddress,telephonenumber,mothersmaiden,cctype,ccnumber,cvv2,ccexpires,nationalid,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx
1043,Mr.,Alambek,Shervashidze,Mlnsk dol 1411,Trhov Sviny,JC,374 01,CZ,AlambekShervashidze@dayrep.com,772315382,Musliyevich,MasterCard,5.15E+15,507,4/1/2018,,60,Speech writer,divorced,high.school,no,yes,no,telephone,may,wed,24,2,999,0,nonexistent,1.1,93.994,-36.4
1044,Ms.,Dorotea,Vukovi,P.O. Box 83,Qeqertarsuaq,QA,3953,GL,DoroteaVukovic@armyspy.com,92 14 44,Zagorec,Visa,4.92E+15,685,11/1/2019,,56,Help-desk technician,single,university.degree,unknown,no,no,telephone,may,wed,79,8,999,0,nonexistent,1.1,93.994,-36.4
1045,Mr.,Roko,Bari,41 Grayson Street,MARAGLE,NSW,2653,AU,RokoBaric@armyspy.com,(02) 6187 1761,Kralj,MasterCard,5.21E+15,950,11/1/2020,,68,Executive housekeeper,married,high.school,unknown,no,no,telephone,may,wed,169,2,999,0,nonexistent,1.1,93.994,-36.4
1046,Mrs.,,,49 Southern Way,NORTH PETHERWIN,,PL15 2SN,GB,Shourn@armyspy.com,078 5761 9395,,MasterCard,5.19E+15,266,11/1/2018,BY 77 79 65 C,37,Buyer,married,basic.4y,unknown,no,no,telephone,may,wed,332,2,999,0,nonexistent,1.1,93.994,-36.4
1047,Dr.,,,112 Broadpark Road,Waimairi Beach,,8083,NZ,Subbeabts@armyspy.com,(027) 2043-948,,Visa,4.53E+15,311,8/1/2021,,38,Construction and maintenance painter,married,basic.4y,unknown,yes,no,telephone,may,wed,263,6,999,0,nonexistent,1.1,93.994,-36.4
1048,Mr.,Stepan,Gavrilov,Via Nolana 123,La Spezia,SP,19137,IT,StepanGavrilov@jourrapide.com,0320 2409593,,MasterCard,5.47E+15,449,2/1/2019,DH56526833,39,Placement officer,married,university.degree,no,yes,no,telephone,may,wed,353,3,999,0,nonexistent,1.1,93.994,-36.4
1049,Mrs.,Aranka,Szke,Za kolou 6,Osov Btka,VY,594 53,CZ,SzokeAranka@einrot.com,724243831,Wagner,MasterCard,5.11E+15,240,5/1/2019,,43,Signal and track switch repairer,married,basic.6y,no,no,no,telephone,may,wed,108,6,999,0,nonexistent,1.1,93.994,-36.4
1050,Mrs.,Rosamunda,Chubb,Rua Herman Hein 1311,Blumenau,SC,89095-150,BR,RosamundaChubb@einrot.com,(47) 8570-5191,Boffin,Visa,4.54E+15,27,10/1/2018,142.365.802-76,77,Ticket agent,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,441,2,999,0,nonexistent,1.1,93.994,-36.4
1051,Mrs.,Zuzanna,Nordal,Studhaldenstrasse 58,Les Charbonnires,,1343,CH,ZuzannaNordal@gustr.com,021 820 39 82,Berge,MasterCard,5.60E+15,6,8/1/2018,,45,Personal care aide,single,professional.course,no,unknown,unknown,telephone,may,wed,46,3,999,0,nonexistent,1.1,93.994,-36.4
1052,Mrs.,Doda,Napolitani,Aqqusinersuaq 156,Nanortalik,KU,3922,GL,DodaNapolitani@fleckens.hu,61 15 88,Calabresi,MasterCard,5.55E+15,128,12/1/2020,,64,News writer,married,basic.6y,unknown,no,no,telephone,may,wed,266,2,999,0,nonexistent,1.1,93.994,-36.4
1053,Mrs.,Krista,Matthasdttir,Sklvgen 49,KAUSTINEN,CO,69600,FI,KristaMatthiasdottir@einrot.com,042 091 7797,,Visa,4.56E+15,570,3/1/2020,051267-108N,48,Ceramic engineer,divorced,professional.course,no,yes,no,telephone,may,wed,222,4,999,0,nonexistent,1.1,93.994,-36.4
1054,Ms.,Emma,Jensen,Aasa 1,Luhametsa,VR,66304,EE,EmmaOJensen@gustr.com,787 3422,Nrgaard,Visa,4.93E+15,485,1/1/2021,,56,Transmission engineer,married,basic.4y,no,yes,no,telephone,may,wed,1009,3,999,0,nonexistent,1.1,93.994,-36.4
1055,Ms.,Onyemauchechukwu,Tobeolisa,43 rue Saint Germain,GAGNY,IL,93220,FR,OnyemauchechukwuTobeolisa@einrot.com,01.35.64.84.47,Chukwudi,MasterCard,5.12E+15,354,2/1/2018,2531171948532 55,62,Audiologist,married,high.school,no,no,no,telephone,may,wed,105,2,999,0,nonexistent,1.1,93.994,-36.4
1056,Mr.,Regx,Kultsr,Hegyalja t 33.,Ricse,BZ,3974,HU,KultsarRegx@gustr.com,(47) 675-025,Kardos,Visa,4.49E+15,961,2/1/2017,,66,Ticket seller,single,basic.4y,unknown,yes,no,telephone,may,wed,381,2,999,0,nonexistent,1.1,93.994,-36.4
1057,Mr.,Birk,Sjberg,Van Oudshoornhove 81,Zoetermeer,ZH,2726 BX,NL,BirkSjberg@rhyta.com,06-89768873,Berge,MasterCard,5.12E+15,981,2/1/2020,,80,Veterinary technologist,married,high.school,no,no,no,telephone,may,wed,228,3,999,0,nonexistent,1.1,93.994,-36.4
1058,Ms.,Beata,Tomaszewska,Rue Supexhe 416,Serville,WNA,5521,BE,BeataTomaszewska@rhyta.com,0481 16 79 64,Jasiska,Visa,4.92E+15,101,11/1/2017,,38,Excavating operator,married,high.school,no,yes,no,telephone,may,wed,128,2,999,0,nonexistent,1.1,93.994,-36.4
1059,Ms.,Seraphim,Tikhonova,nggrda Anga 3,GRSTORP,,467 00,SE,SeraphimTikhonova@einrot.com,0514-7397939,,Visa,4.49E+15,787,11/1/2020,840615-3463,31,Member services counselor,married,university.degree,no,no,no,telephone,may,wed,550,3,999,0,nonexistent,1.1,93.994,-36.4
1060,Mr.,Jarek,Michalski,ul. Golubska 3,Bydgoszcz,,85-145,PL,JarekMichalski@cuvox.de,66 549 35 03,Kozowska,Visa,4.92E+15,957,8/1/2019,63032886378,53,Child care worker,married,professional.course,no,no,no,telephone,may,wed,764,3,999,0,nonexistent,1.1,93.994,-36.4
1061,Ms.,Vera,Brudttir,Ctra. de Siles 24,Lncara,LU,27367,ES,VeraBarudottir@rhyta.com,790150133,,MasterCard,5.19E+15,720,3/1/2019,,25,Automotive glass installer,married,basic.9y,unknown,yes,no,telephone,may,wed,113,3,999,0,nonexistent,1.1,93.994,-36.4
1062,Dr.,,,Omb 4257,Conchillas,CA,70004,UY,MahedkhetBerara@fleckens.hu,9594 5123,,Visa,4.53E+15,999,7/1/2021,,47,Roofer,divorced,basic.4y,unknown,no,no,telephone,may,wed,396,4,999,0,nonexistent,1.1,93.994,-36.4
1063,Mr.,Sebo,Bodo,Kolodvorska 43,Koper,,6000,SI,BodoSebo@armyspy.com,051-378-779,Sinko,Visa,4.49E+15,221,5/1/2021,,61,Silversmith,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,42,2,999,0,nonexistent,1.1,93.994,-36.4
1064,Ms.,Ellie,Daintree,Ltzowplatz 3,Onsdorf,RP,54456,DE,EllieDaintree@fleckens.hu,06584 53 03 67,Koerstz,Visa,4.92E+15,130,5/1/2020,,46,Manufactured building and mobile home installer,married,university.degree,no,yes,no,telephone,may,wed,234,4,999,0,nonexistent,1.1,93.994,-36.4
1065,Ms.,Katrine,Thygesen,ul. Generaa koo Puawskiego 139,Katowice,,40-273,PL,KatrineVThygesen@cuvox.de,69 473 95 80,Kristiansen,Visa,4.92E+15,772,10/1/2018,96010331708,20,Faller,married,professional.course,no,unknown,unknown,telephone,may,wed,50,2,999,0,nonexistent,1.1,93.994,-36.4
1066,Mr.,Kurrivis,Duras,P.O. Box 39,Ittoqqortoormiit,SM,3980,GL,KurrivisDuras@rhyta.com,33 76 68,Gowr,Visa,4.92E+15,105,2/1/2017,,29,Ticket clerk,married,basic.4y,no,no,no,telephone,may,wed,110,2,999,0,nonexistent,1.1,93.994,-36.4
1067,Mr.,Ferragus,Dandonneau,lfabygg 86,ingeyri,,471,IS,FerragusDandonneau@rhyta.com,415 5834,Chass,Visa,4.54E+15,341,9/1/2021,,80,Landscaping worker,married,unknown,no,yes,no,telephone,may,wed,274,4,999,0,nonexistent,1.1,93.994,-36.4
1068,Mrs.,Seda,Aslakhanov,Je 30,Ktso,VR,65524,EE,SedaAslakhanov@superrito.com,783 3775,Eldarkhanov,MasterCard,5.24E+15,586,12/1/2018,,39,Computer hardware engineer,married,basic.4y,unknown,yes,no,telephone,may,wed,191,4,999,0,nonexistent,1.1,93.994,-36.4
1069,Mr.,Levi,Johnsen,21 Rue de Kairouan,El Mhamdia,43,9114,TN,LeviJohnsen@cuvox.de,76854419,Kristoffersen,MasterCard,5.30E+15,484,8/1/2019,,60,Border Patrol agent,married,basic.6y,no,yes,yes,telephone,may,wed,305,3,999,0,nonexistent,1.1,93.994,-36.4
1070,Mr.,,,An Der Bundesstrasse 22,HINTERTAL,SZ,5093,AT,PeweladQezwana@superrito.com,0650 164 70 80,,MasterCard,5.28E+15,657,11/1/2020,,31,Cryptanalyst,married,basic.4y,no,no,no,telephone,may,wed,134,2,999,0,nonexistent,1.1,93.994,-36.4
1071,Mrs.,Diana,Marchesi,Dalmatinova 47,Zgornja Polskava,,2314,SI,DianaMarchesi@rhyta.com,070-846-519,Trevisano,MasterCard,5.36E+15,14,11/1/2017,,77,Glass repairer,married,basic.9y,unknown,no,no,telephone,may,wed,112,4,999,0,nonexistent,1.1,93.994,-36.4
1072,Mr.,,,Gullberget 52,BRUMS VERK,,1354,NO,,496 41 847,,Visa,4.92E+15,227,9/1/2018,,40,Cutting and slicing machine operator,single,university.degree,no,yes,no,telephone,may,wed,217,2,999,0,nonexistent,1.1,93.994,-36.4
1073,Mr.,Cong,Li,Kossuth Lajos u. 78.,Pcs,BA,7633,HU,CongLi@superrito.com,(72) 539-337,Tan,Visa,4.54E+15,609,3/1/2018,,72,Human resources recruiter,divorced,university.degree,no,no,no,telephone,may,wed,283,3,999,0,nonexistent,1.1,93.994,-36.4
1074,Ms.,Chiazagomekpere,Nkemdirim,1306 Davis Place,Springfield,MO,65804,US,ChiazagomekpereNkemdirim@dayrep.com,417-955-7096,Ukaegbunam,Visa,4.56E+15,256,1/1/2020,494-84-9371,39,Lyricist,married,basic.4y,no,no,no,telephone,may,wed,353,4,999,0,nonexistent,1.1,93.994,-36.4
1075,Ms.,Leonie,Krger,Skole All 91,Kbenhavn K,SJ,1408,DK,LeonieKruger@superrito.com,60-43-51-91,Holzman,Visa,4.53E+15,956,10/1/2018,130592-3962,24,Telephone service representative,married,professional.course,no,no,no,telephone,may,wed,212,2,999,0,nonexistent,1.1,93.994,-36.4
1076,Mrs.,Julieta,Gomes,ul. Senacka 116,Krakw,,31-002,PL,JulietaLimaGomes@fleckens.hu,72 808 64 22,Azevedo,MasterCard,5.47E+15,646,9/1/2020,57053051286,59,Real property appraiser,married,university.degree,no,no,no,telephone,may,wed,225,2,999,0,nonexistent,1.1,93.994,-36.4
1077,Ms.,Ida,Bruun,77, ,LI,4532,CY,IdaOBruun@cuvox.de,99 160842,Srensen,Visa,4.49E+15,517,6/1/2017,,79,Benefits manager,married,unknown,no,no,no,telephone,may,wed,283,1,999,0,nonexistent,1.1,93.994,-36.4
1078,Mr.,Lars,Davidsen,59 Bailey Street,WARRONG,VIC,3283,AU,LarsDavidsen@einrot.com,(03) 5307 0564,Lyberth,Visa,4.72E+15,18,6/1/2017,,58,Ambulance driver,single,university.degree,no,yes,no,telephone,may,wed,1273,1,999,0,nonexistent,1.1,93.994,-36.4
1079,Ms.,,,Ulriksholmvej 80,Niv,SJ,2990,DK,,22-20-22-21,,MasterCard,5.58E+15,8,6/1/2019,070492-0954,24,Bookmobile driver,married,basic.4y,unknown,no,no,telephone,may,wed,1574,2,999,0,nonexistent,1.1,93.994,-36.4
1080,Ms.,Anne,Becker,183,,NI,1483,CY,AnneBecker@gustr.com,97 575380,Scholz,Visa,4.54E+15,73,3/1/2020,,25,Columnist,single,basic.9y,no,yes,no,telephone,may,wed,139,3,999,0,nonexistent,1.1,93.994,-36.4
1081,Mrs.,Sneana,Jovi,Extramuros 5,Ciempozuelos,M,28350,ES,SnezanaJovic@jourrapide.com,687098119,Bai,MasterCard,5.28E+15,114,3/1/2018,,45,Human resources coordinator,married,basic.4y,no,yes,no,telephone,may,wed,62,5,999,0,nonexistent,1.1,93.994,-36.4
1082,Mrs.,,,84 rue Clement Marot,PRIGUEUX,AQ,24000,FR,Cyricionsien68@armyspy.com,05.03.17.16.56,,Visa,4.53E+15,848,5/1/2020,2680333131227 07,48,Usher,single,high.school,unknown,no,yes,telephone,may,wed,256,3,999,0,nonexistent,1.1,93.994,-36.4
1083,Mrs.,Susanne,Lennert,43 Maidstone Road,WENDLING,,NR19 6WH,GB,SusanneLennert@cuvox.de,078 7852 8760,Sandgreen,MasterCard,5.13E+15,919,2/1/2021,BP 35 86 92 A,20,Locomotive engineer,single,high.school,no,yes,no,telephone,may,wed,245,2,999,0,nonexistent,1.1,93.994,-36.4
1084,Mr.,Stipo,Popovi,Socampo 46,Cabrillas,SA,37630,ES,StipoPopovic@rhyta.com,756795383,Jovi,MasterCard,5.26E+15,413,3/1/2020,,80,Cosmetologist,divorced,high.school,no,yes,no,telephone,may,wed,161,2,999,0,nonexistent,1.1,93.994,-36.4
1085,Ms.,Ferike,Kurutz,Jin 1558,Horn Plan,JC,382 26,CZ,KurutzFerike@fleckens.hu,608160421,Farag,Visa,4.54E+15,340,5/1/2021,,80,Adult secondary education teacher,single,high.school,no,yes,no,telephone,may,wed,245,3,999,0,nonexistent,1.1,93.994,-36.4
1086,Mr.,Michael,Pedersen,Brennstadmoen 235,MO I RANA,,8614,NO,MichaelMPedersen@rhyta.com,448 88 024,Kristoffersen,MasterCard,5.18E+15,137,12/1/2020,,20,Chemist,married,basic.6y,no,yes,yes,telephone,may,wed,89,3,999,0,nonexistent,1.1,93.994,-36.4
1087,Mr.,Mo,Phm,R Nossa Senhora Ftima 19,Pampilhosa da Serra,CO,3320-221,PT,PhamThanhMao@gustr.com,21 239 295 5230,on,MasterCard,5.19E+15,770,10/1/2017,,81,Telecommunications equipment repairer,married,basic.4y,unknown,yes,no,telephone,may,wed,591,3,999,0,nonexistent,1.1,93.994,-36.4
1088,Ms.,,,Celso Emilio Ferreiro 12,Borja,Z,50540,ES,DaiShuMei@gustr.com,674736849,,Visa,4.56E+15,158,4/1/2017,,69,Engineering technician,married,professional.course,no,yes,no,telephone,may,wed,113,2,999,0,nonexistent,1.1,93.994,-36.4
1089,Mr.,Senay,Abrha,Piazzetta Scalette Rubiani 5,San Pietro Al Tanagro,SA,84030,IT,SenayAbrha@dayrep.com,0397 7356424,Negassi,MasterCard,5.30E+15,842,5/1/2018,AJ44885509,61,Art director,divorced,basic.4y,no,yes,no,telephone,may,wed,517,3,999,0,nonexistent,1.1,93.994,-36.4
1090,Mr.,Taka,Hayakawa,Rue de Sy 449,Fosse,WLG,4980,BE,TakaHayakawa@cuvox.de,0470 23 29 76,Tominaga,Visa,4.49E+15,239,11/1/2019,,58,Coatroom attendant,married,basic.6y,unknown,no,no,telephone,may,wed,193,3,999,0,nonexistent,1.1,93.994,-36.4
1091,Mrs.,Jenni,Wlkky,Rua Theodoro Vago 984,Colatina,ES,29704-400,BR,JenniWalkky@rhyta.com,(27) 6382-2861,Vnsk,MasterCard,5.24E+15,790,11/1/2019,571.627.356-49,67,Hairdresser,married,basic.9y,no,yes,no,telephone,may,wed,231,2,999,0,nonexistent,1.1,93.994,-36.4
1092,Mr.,Orville,Lvesque,4 Avenue El Ghofrane,Lahouidh,23,7060,TN,OrvilleLevesque@fleckens.hu,72396368,Guibord,MasterCard,5.54E+15,707,9/1/2021,,71,Reservation and transportation ticket agent,divorced,professional.course,unknown,no,no,telephone,may,wed,348,3,999,0,nonexistent,1.1,93.994,-36.4
1093,Mr.,Keiji,Machida,Bachloh 81,WASCHPRECHTING,OO,4870,AT,KeijiMachida@cuvox.de,0676 971 34 70,Fujioka,Visa,4.54E+15,69,2/1/2020,,47,Undertaker,married,university.degree,no,no,no,telephone,may,wed,299,2,999,0,nonexistent,1.1,93.994,-36.4
1094,Mrs.,Fiyori,Adonay,Klausturvegur 98,safjrur,,401,IS,FiyoriAdonay@dayrep.com,460 5669,Idris,Visa,4.53E+15,888,1/1/2018,,47,Platemaker,married,university.degree,unknown,yes,no,telephone,may,wed,103,4,999,0,nonexistent,1.1,93.994,-36.4
1095,Ms.,Kembri,Mishtak,52 Avenue Millies Lacroix,DUNKERQUE,NP,59640,FR,KembriMishtak@rhyta.com,03.84.60.91.05,Zu'ud,Visa,4.92E+15,804,3/1/2021,2310293016456 10,85,Judiciary translator,married,professional.course,no,yes,no,telephone,may,wed,253,8,999,0,nonexistent,1.1,93.994,-36.4
1096,Mr.,,,Luddingsbo Mekanikusv 16,STOCKHOLM-GLOBEN,,121 10,SE,JiangZheYang@cuvox.de,08-2552586,,MasterCard,5.54E+15,114,11/1/2019,950308-8271,21,Poet,married,basic.9y,unknown,no,no,telephone,may,wed,73,2,999,0,nonexistent,1.1,93.994,-36.4
1097,Mr.,,,Korsgatan 12,STRMSTAD,,452 00,SE,Hompalatcho52@superrito.com,0526-5589961,,MasterCard,5.47E+15,537,12/1/2017,520127-2878,64,Service station attendant,married,professional.course,no,yes,no,telephone,may,wed,164,5,999,0,nonexistent,1.1,93.994,-36.4
1098,Mrs.,Irenke,Gyri,3 Stone Cellar Road,KINGSTON,,TQ7 4QU,GB,GyoriIrenke@superrito.com,070 2905 6208,Kllai,MasterCard,5.54E+15,307,9/1/2021,NB 85 16 37 B,56,Steamfitter,married,basic.4y,unknown,yes,no,telephone,may,wed,244,7,999,0,nonexistent,1.1,93.994,-36.4
1099,Mr.,Pht,Vn,P.O. Box 28,Ittoqqortoormiit,SM,3980,GL,VanVinhPhat@einrot.com,33 67 26,Phng,MasterCard,5.57E+15,860,3/1/2021,,28,Metallurgical engineer,married,high.school,no,no,no,telephone,may,wed,191,2,999,0,nonexistent,1.1,93.994,-36.4
1100,Mr.,Aman,Idris,ul. Mikoowska 101,Mysowice,,41-406,PL,AmanIdris@fleckens.hu,69 680 19 65,Haylom,MasterCard,5.24E+15,484,3/1/2020,57083131457,58,Model maker,married,professional.course,no,yes,no,telephone,may,wed,157,6,999,0,nonexistent,1.1,93.994,-36.4
1101,Mr.,Yobanna,Kenechukwu,94 Rue de Strasbourg,CLICHY,IL,92110,FR,YobannaKenechukwu@fleckens.hu,01.53.63.04.04,Elechi,MasterCard,5.47E+15,405,10/1/2019,1610897321545 09,54,Street vendor,married,basic.4y,no,no,no,telephone,may,wed,548,2,999,0,nonexistent,1.1,93.994,-36.4
1102,Mr.,Dean,Dyer,Paul-Nevermann-Platz 60,Oberthulba,BY,97721,DE,DeanDyer@dayrep.com,09704 77 85 46,Walkley,MasterCard,5.26E+15,171,6/1/2018,,46,Cadet,divorced,basic.6y,unknown,no,yes,telephone,may,wed,114,3,999,0,nonexistent,1.1,93.994,-36.4
1103,Ms.,Laurene,Boul,R Pelourinho 102,Viseu,VI,3500-720,PT,LaureneBoule@cuvox.de,21 232 482 3051,Sorel,MasterCard,5.30E+15,54,2/1/2018,,80,Delivery service driver,married,high.school,no,yes,no,telephone,may,wed,126,5,999,0,nonexistent,1.1,93.994,-36.4
1104,Ms.,Ananda,Cremer,Monteadores 4995,Minuano,CA,70001,UY,AnandaCremer@rhyta.com,9818 9704,Ossenblok,Visa,4.92E+15,890,9/1/2018,,76,Landscape designer,married,unknown,unknown,yes,yes,telephone,may,wed,161,3,999,0,nonexistent,1.1,93.994,-36.4
1105,Mrs.,Rukishijikitokika,,Eriksbo Vstergrde 74,ANGERED,,424 57,SE,Rukishijikitokika@einrot.com,031-3120712,Nokuchikushiarimoto,MasterCard,5.13E+15,530,6/1/2020,330526-9163,83,Electronic reporter,married,unknown,no,yes,no,telephone,may,wed,333,1,999,0,nonexistent,1.1,93.994,-36.4
1106,Mr.,Kaybok,Simparri,53 Place Napolon,LANESTER,BR,56600,FR,KaybokSimparri@superrito.com,02.99.86.03.56,Semparri,Visa,4.93E+15,339,9/1/2017,1821279273604 38,33,Painting restorer,married,university.degree,no,yes,no,telephone,may,wed,155,1,999,0,nonexistent,1.1,93.994,-36.4
1107,Mr.,Matthew,Dean,vre Haldenveien 39,HNEFOSS,,3515,NO,MatthewDean@fleckens.hu,916 37 291,Kennedy,MasterCard,5.55E+15,899,4/1/2021,,81,Health care administrator,married,basic.4y,no,yes,no,telephone,may,wed,152,3,999,0,nonexistent,1.1,93.994,-36.4
1108,Ms.,Teighan,Millar,Rua Nove 1731,Sumar,SP,13179-144,BR,TeighanMillar@rhyta.com,(19) 5489-3746,Young,Visa,4.56E+15,608,7/1/2020,475.596.066-52,38,Manager,married,university.degree,no,yes,yes,telephone,may,wed,145,1,999,0,nonexistent,1.1,93.994,-36.4
1109,Ms.,Kaitlyn,Nicholson,Budarsi t 57.,Buj,SZ,4483,HU,KaitlynNicholson@einrot.com,(42) 906-536,Goldsmith,MasterCard,5.54E+15,36,9/1/2017,,28,Legal investigator,married,basic.9y,no,no,no,telephone,may,wed,66,3,999,0,nonexistent,1.1,93.994,-36.4
1110,Mr.,Buchi,Jideofor,stbygatan 84,KULLAVIK,,430 41,SE,BuchiJideofor@superrito.com,0734-3205118,Onyemere,MasterCard,5.46E+15,920,5/1/2021,960801-5112,19,Multiple machine tool operator,married,professional.course,no,no,no,telephone,may,wed,123,2,999,0,nonexistent,1.1,93.994,-36.4
1111,Ms.,Cornelia,Brownlock,Kovsk 560,Jetrichovice u Decna,US,407 16,CZ,CorneliaBrownlock@teleworm.us,735871486,Hornblower,Visa,4.93E+15,942,1/1/2020,,19,Crane and tower operator,single,university.degree,no,unknown,unknown,telephone,may,wed,74,1,999,0,nonexistent,1.1,93.994,-36.4
1112,Mr.,Harding,Sandheaver,Ituzaingo 8063,Aguas Dulces,RO,27202,UY,HardingSandheaver@armyspy.com,9879 3692,Gaukrogers,MasterCard,5.45E+15,932,12/1/2018,,75,Multiple machine tool tender,married,basic.4y,no,yes,no,telephone,may,wed,248,3,999,0,nonexistent,1.1,93.994,-36.4
1113,Ms.,Deborah,Kirkland,2324 Sixth Street,New Westminster,BC,V3L 3C1,CA,DeborahEKirkland@jourrapide.com,604-525-8933,Schull,Visa,4.92E+15,88,2/1/2020,217888502,76,Shipping,married,basic.6y,no,no,no,telephone,may,wed,275,2,999,0,nonexistent,1.1,93.994,-36.4
1114,Mr.,Ekechukwu,Goliwe,98 Corny Court,WHITE WELL CORNER,SA,5690,AU,EkechukwuGoliwe@gustr.com,(08) 8748 8746,Akubundu,MasterCard,5.45E+15,883,2/1/2018,,84,Electrical and electronics repairer,married,university.degree,no,no,no,telephone,may,wed,984,1,999,0,nonexistent,1.1,93.994,-36.4
1115,Mr.,Vito,Tomi,Hagatorg 92,Reykjavk,,101,IS,VitoTomic@superrito.com,488 7751,Duvnjak,MasterCard,5.17E+15,39,7/1/2018,,44,Landscape contractor,divorced,university.degree,no,no,no,telephone,may,wed,1689,4,999,0,nonexistent,1.1,93.994,-36.4
1116,Mr.,Bilba,Gardner,1380 Voortrekker St,Queensburgh,KN,4093,ZA,BilbaGardner@gustr.com,085 843 7373,Noakes,Visa,4.92E+15,641,2/1/2020,4.51E+12,70,Chemical plant and system operator,married,professional.course,no,yes,no,telephone,may,wed,84,2,999,0,nonexistent,1.1,93.994,-36.4
1117,Mrs.,Zenobia,Cervantes,92 Kallithea Avenue,Ypsonas,LI,4180,CY,ZenobiaCervantesCorral@superrito.com,25 359284,Corral,MasterCard,5.48E+15,966,1/1/2020,,82,Exterminator,married,high.school,no,yes,yes,telephone,may,wed,27,3,999,0,nonexistent,1.1,93.994,-36.4
1118,Mr.,Theodor,Grimsrud,Wachtpoststraat 30,Venlo,LI,5914 AC,NL,TheodorGrimsrud@cuvox.de,06-60912490,Edvardsen,MasterCard,5.18E+15,998,1/1/2018,,22,Credit investigator,married,university.degree,no,no,no,telephone,may,wed,130,4,999,0,nonexistent,1.1,93.994,-36.4
1119,Mr.,Gustav,Rasmussen,15 Chemin Des Bateliers,ANNECY,RA,74000,FR,GustavMRasmussen@fleckens.hu,04.17.73.08.97,Nilsson,MasterCard,5.43E+15,322,5/1/2019,1590301648409 26,57,Medical social worker,married,basic.9y,unknown,yes,no,telephone,may,wed,489,2,999,0,nonexistent,1.1,93.994,-36.4
1120,Mr.,,,9 Eungella Road,MIDGE POINT,QLD,4799,AU,Witoodur1960@jourrapide.com,(07) 4976 1568,,MasterCard,5.48E+15,695,1/1/2019,,55,INS agent,married,university.degree,no,no,no,telephone,may,wed,41,3,999,0,nonexistent,1.1,93.994,-36.4
1121,Ms.,Leah,Bogle,Gammel Byvej 8,Herlufmagle,SJ,4160,DK,LeahBogle@fleckens.hu,81-64-16-10,Harricks,MasterCard,5.39E+15,470,10/1/2021,160662-0922,53,Econometrician,single,basic.9y,no,no,no,telephone,may,wed,159,3,999,0,nonexistent,1.1,93.994,-36.4
1122,Mr.,Ola,Johansen,Via Campi Flegrei 49,Torrioni,AV,83010,IT,OlaJohansen@jourrapide.com,0358 8128356,Wilberg,Visa,4.54E+15,402,1/1/2020,GS79913995,70,Bartender,single,unknown,no,yes,no,telephone,may,wed,276,4,999,0,nonexistent,1.1,93.994,-36.4
1123,Ms.,Mineyo,Katayama,Rue du Moulin 467,Fayt-lez-Manage,WHT,7170,BE,MineyoKatayama@teleworm.us,0496 88 97 37,Yoshino,Visa,4.53E+15,353,12/1/2020,,61,Ground controller,married,basic.9y,no,no,no,telephone,may,wed,196,2,999,0,nonexistent,1.1,93.994,-36.4
1124,Mr.,ormar,Brarson,Eyrarodda 49,Flateyri,,425,IS,ormarBararson@superrito.com,467 3847,,Visa,4.54E+15,692,12/1/2021,,35,Packaging and filling machine operator,married,basic.4y,unknown,no,no,telephone,may,wed,81,2,999,0,nonexistent,1.1,93.994,-36.4
1125,Ms.,Kedija,Hamid,214 Cobden Road,Onekawa,,4110,NZ,KedijaHamid@teleworm.us,(020) 9928-440,Gabriel,MasterCard,5.15E+15,980,1/1/2020,,56,Lather,married,professional.course,unknown,unknown,unknown,telephone,may,wed,865,2,999,0,nonexistent,1.1,93.994,-36.4
1126,Mr.,Chike,Ugoji,P.O. Box 175,Upernavik,QA,3962,GL,ChikeUgoji@rhyta.com,96 27 99,Onyemere,MasterCard,5.23E+15,99,5/1/2018,,23,Account executive,married,high.school,unknown,no,no,telephone,may,wed,149,1,999,0,nonexistent,1.1,93.994,-36.4
1127,Mr.,Gang,Tao,Klintevej 99,Frederikshavn,NO,9900,DK,GangTao@superrito.com,20-73-68-94,Ho,MasterCard,5.29E+15,152,3/1/2019,181046-2767,69,Truck driver,married,university.degree,no,yes,no,telephone,may,wed,281,2,999,0,nonexistent,1.1,93.994,-36.4
1128,Ms.,Emina,Sderstrm,ul. Jesiotra 88,Katowice,,40-748,PL,EminaSoderstrom@rhyta.com,79 939 73 83,Bergqvist,Visa,4.93E+15,675,12/1/2017,44061439340,71,Private banker,married,high.school,no,no,no,telephone,may,wed,122,5,999,0,nonexistent,1.1,93.994,-36.4
1129,Mr.,Herre,Tuijp,Ituzaing 1960,Jaureguiberry,CA,16404,UY,HerreTuijp@jourrapide.com,9495 8976,Hietbrink,Visa,4.49E+15,88,12/1/2018,,61,Forest and conservation worker,married,university.degree,unknown,no,no,telephone,may,wed,361,2,999,0,nonexistent,1.1,93.994,-36.4
1130,Dr.,Harley,Rogers,130 Rue Moftah Jguirim,Borj Bourguiba,83,3240,TN,HarleyRogers@cuvox.de,75868861,Cox,MasterCard,5.11E+15,824,6/1/2019,,53,Gaming and sports runner,married,basic.9y,unknown,yes,no,telephone,may,wed,944,3,999,0,nonexistent,1.1,93.994,-36.4
